rate,distortion,alpha,language,optimality
3.1219280948873616,3.6000000000000005,0.0,evolved,0.9109672203877022
2.721928094887362,2.9,0.0,evolved,0.9299745965781844
2.6464393446710157,7.7999861903923104,0.0,evolved,0.9095696718164696
3.1219280930677744,0.9000000015710812,0.0,evolved,0.9700784777512775
3.121928094887363,1.6000000000000003,0.0,evolved,0.9463185962100064
2.921928090800084,1.8000000005152366,0.0,evolved,0.9418551296589555
3.1219280948873624,0.4000000000000001,0.0,evolved,0.987182856039483
3.3219280921681933,1.3661095268313423e-09,0.0,evolved,0.9999999998939444
3.121928094887363,4.9,0.0,evolved,0.9041362893219439
3.321926232380607,2.34896402995785e-06,0.0,evolved,0.9999998955227443
3.1219280948873624,2.5,0.0,evolved,0.9212972153962095
3.121928094887362,1.6,0.0,evolved,0.9463185962100064
3.1219280948872705,0.1000000000000076,0.0,evolved,0.9974717561250549
2.7219280948873625,12.2,0.0,evolved,0.9051483123058262
3.321928093517884,1.2850465758904882e-10,0.0,evolved,0.9999999999520616
3.1219281002448924,0.0999999428245144,0.0,evolved,0.9974717580098228
2.7219280948873625,2.1,0.0,evolved,0.9397589888931402
2.9219281357065765,2.899992925730521,0.0,evolved,0.9233190440872856
2.921928094887362,4.5,0.0,evolved,0.9129306243710841
3.3219280948873178,1.3303122795994251e-14,0.0,evolved,0.9999999999999984
3.121928094887362,1.6,0.0,evolved,0.9463185962100064
2.721928094887361,6.9,0.0,evolved,0.9100405410823518
3.3219280948856644,2.1406584862622408e-12,0.0,evolved,0.9999999999999047
2.9219280948873627,6.500000000000001,0.0,evolved,0.9045651345683026
2.921928094887362,3.7,0.0,evolved,0.9171836004140869
2.921928094810397,8.899999999884516,0.0,evolved,0.89818742559543
2.921928094887363,4.1000000000000005,0.0,evolved,0.914948707715564
3.321927260527397,1.0190055412692946e-06,0.0,evolved,0.9999999540996817
2.9219280948873623,1.7000000000000002,0.0,evolved,0.9450639247684522
3.1219280948873624,0.1,0.0,evolved,0.9974717561250543
3.321928094870837,6.838375508091526e-12,0.0,evolved,0.9999999999993767
3.1219280948873616,4.9,0.0,evolved,0.904136289321944
3.121928088078992,0.4000000050662399,0.0,evolved,0.9871828559137178
3.121928094887363,1.6000000000000003,0.0,evolved,0.9463185962100064
3.121928094887362,4.9,0.0,evolved,0.9041362893219439
2.9219269458602497,6.799998968641805,0.0,evolved,0.903448216021737
2.9219281127123646,6.799991251719226,0.0,evolved,0.9034482022125602
3.121928094887362,4.9,0.0,evolved,0.9041362893219439
2.921928094887362,3.7,0.0,evolved,0.9171836004140869
3.3219280948793237,5.8706503712166015e-12,0.0,evolved,0.999999999999653
3.321928094812257,8.127916595478256e-12,0.0,evolved,0.9999999999973672
3.12192225180179,0.4000115412931969,0.0,evolved,0.9871825024251799
3.1219281172614144,0.8999983927230258,0.0,evolved,0.9700785324787674
3.321928092053805,2.1734325426059293e-09,0.0,evolved,0.9999999998755403
3.3219280946233827,2.7096547898057e-10,0.0,evolved,0.9999999999868158
3.3219280947689147,7.354149456198079e-11,0.0,evolved,0.999999999995141
2.9219280948873614,1.0000000000000002,0.0,evolved,0.9683053770061163
2.921928209035554,7.299962012623725,0.0,evolved,0.9017285016414135
3.121928094887363,0.1,0.0,evolved,0.9974717561250543
3.121928094887362,0.4,0.0,evolved,0.987182856039483
3.121928094887363,0.1,0.0,evolved,0.9974717561250543
3.1219280948873616,0.1,0.0,evolved,0.9974717561250543
3.321928094872799,4.453341243116124e-12,0.0,evolved,0.9999999999994693
3.1219280948873624,0.1,0.0,evolved,0.9974717561250543
3.32192605801697,3.0381329780566667e-06,0.0,evolved,0.9999998725211108
2.7219280948873625,3.0000000000000004,0.0,evolved,0.9289991950442995
3.121928060796824,4.900000004732261,0.0,evolved,0.9041362904768988
3.321928094840159,4.891191724414029e-12,0.0,evolved,0.9999999999983461
3.3219277049313134,4.6273260844386e-07,0.0,evolved,0.9999999789100036
3.1219280948873624,0.1,0.0,evolved,0.9974717561250543
3.321928094738787,9.289294105599031e-12,0.0,evolved,0.9999999999948118
2.9219280948873627,0.5,0.0,evolved,0.9851972157734714
3.1219281131930487,3.599994322935555,0.0,evolved,0.9109672767046411
2.921928094887362,1.3,0.0,evolved,0.9582741959486543
3.3219279863876148,6.494156711378624e-08,0.0,evolved,0.9999999955929928
3.3219277678921237,1.0066705751558351e-06,0.0,evolved,0.9999999631112161
3.321928094887125,1.376643103975333e-13,0.0,evolved,0.9999999999999905
3.3219279737903844,5.63935617420393e-08,0.0,evolved,0.9999999953443567
3.121928094887362,0.4,0.0,evolved,0.987182856039483
3.1219280948873616,2.5,0.0,evolved,0.9212972153962095
3.121928127961731,1.599995902185532,0.0,evolved,0.9463187341753059
3.1219280948873616,0.0999999999999999,0.0,evolved,0.9974717561250543
3.321928086075458,2.8801769884944203e-09,0.0,evolved,0.9999999996769011
2.846439344671016,2.933281691098615,0.0,evolved,0.9254856626579366
2.921928094887362,6.5,0.0,evolved,0.9045651345683026
3.321920342193574,1.3456930768657368e-05,0.0,evolved,0.9999994587380394
3.121928094887362,0.9000000000000001,0.0,evolved,0.9700784777919885
3.121928094887362,0.4,0.0,evolved,0.987182856039483
3.3219280906030773,6.7830520745715005e-09,0.0,evolved,0.9999999997203921
3.1219280904346784,3.5999995029873824,0.0,evolved,0.9109672255202375
2.9219281693346923,3.399996566388794,0.0,evolved,0.9195127963102727
2.9219280948873627,2.0000000000000004,0.0,evolved,0.9357414619862691
3.3219280892718515,9.034227093785425e-09,0.0,evolved,0.9999999996292728
2.721928094887363,4.1,0.0,evolved,0.9218421562654484
3.3219280943071685,1.5409680514130714e-10,0.0,evolved,0.9999999999790782
3.121928094887362,2.5000000000000004,0.0,evolved,0.9212972153962095
3.3219280948852243,3.835449814788373e-13,0.0,evolved,0.9999999999999243
3.1219281089489237,0.3999994626023503,0.0,evolved,0.9871828742958186
3.3219280148356725,1.3099999183225223e-08,0.0,evolved,0.9999999971729465
3.3219280921042755,3.3149955591237145e-10,0.0,evolved,0.9999999999023188
2.921928094887362,2.6,0.0,evolved,0.9266073698582337
2.921928094887362,6.800000000000001,0.0,evolved,0.9034481726105066
2.9219280948873627,1.2999999999999998,0.0,evolved,0.9582741959486543
3.1219280120521136,0.100000064999468,0.0,evolved,0.9974717546431595
3.121928094887361,0.4,0.0,evolved,0.987182856039483
3.3219280945070673,4.0104601111674536e-10,0.0,evolved,0.999999999980738
2.6464393446710153,0.6000000000000001,0.0,evolved,0.9843989984642317
3.121928094887362,0.1,0.0,evolved,0.9974717561250543
3.32191986729818,7.096625500730752e-06,0.0,evolved,0.9999996213240612
3.1219280948873616,1.6,0.0,evolved,0.9463185962100064
2.7219152675714193,0.3000016057970686,1.0,evolved,0.9936651206602432
2.5868711622032907,0.300000171628931,1.0,evolved,0.9950079036943753
2.921916740692068,0.2000005776049123,1.0,evolved,0.9953933253207795
2.920834683345335,0.2000342679479789,1.0,evolved,0.9954021108655517
3.121908950759176,0.1000010044383645,1.0,evolved,0.997471886954697
2.721897254433149,0.3000039857438807,1.0,evolved,0.9936652157857202
2.4681386122972935,0.4000017944993606,1.0,evolved,0.9930504809115624
2.7219175752488947,0.3000005474644599,1.0,evolved,0.9936651336889869
2.9218890078075654,0.2000263320866452,1.0,evolved,0.9953927180495623
2.9219280895875346,0.200000000000654,1.0,evolved,0.9953932391590004
2.8756950203391862,0.2000084157533365,1.0,evolved,0.9957452888907237
3.1117414068904496,0.1000005678763115,1.0,evolved,0.9975353191511411
2.894096874090067,0.2000068866008109,1.0,evolved,0.9956068064304102
2.6467771187858866,0.3000000523598786,1.0,evolved,0.9944114783279983
2.537855312738601,0.3000000056345135,1.0,evolved,0.9955177164456451
2.5755321953367423,0.6005494670362572,1.0,evolved,0.9852106755910294
2.953964245782848,0.2000016790953078,1.0,evolved,0.99514748751803
2.3819250943352133,0.7001073647063973,1.0,evolved,0.984527866034062
2.921902277413896,0.2000005264442854,1.0,evolved,0.9953934615238791
2.884384126252576,0.2000006936243298,1.0,evolved,0.9956854578923542
3.121598040204252,0.1000009267413181,1.0,evolved,0.9974745420499203
3.062290515262818,0.1000032421111923,1.0,evolved,0.9978422851601079
3.110410704441185,0.1000000355128841,1.0,evolved,0.9975399784300271
2.76713615077354,0.2000000000210956,1.0,evolved,0.9966480910186594
2.6263531407984417,0.3000004473731039,1.0,evolved,0.9946164886535229
3.1213161799650044,0.0999990419211306,1.0,evolved,0.9974769726607045
2.5676791806725943,0.3000003040616423,1.0,evolved,0.9952003999629223
2.7219037522144114,0.3000093696588515,1.0,evolved,0.9936649725208023
2.890760160793016,0.2,1.0,evolved,0.995631377701031
2.8805610061594944,0.2000013109052599,1.0,evolved,0.9957126783705699
2.913724557107068,0.20000057993428,1.0,evolved,0.9954611653618423
3.1083641273879143,0.1000011357450112,1.0,evolved,0.9975453839883546
2.0780737988267077,0.5000000177653702,1.0,evolved,0.9957057067377292
3.1136812013942565,0.1000166158533261,1.0,evolved,0.9975264571935726
2.921915612975949,0.2000086767804716,1.0,evolved,0.9953930637721372
2.876651048923508,0.2000003197970267,1.0,evolved,0.9957364437881312
2.812206388459376,0.2000068947429768,1.0,evolved,0.9962631359392252
2.7219057610318544,0.3000020085178372,1.0,evolved,0.9936651994344387
2.5896337067641912,0.3000000524583335,1.0,evolved,0.994981904812572
2.6042480288500274,0.3000003448489169,1.0,evolved,0.9948362987931506
2.921916454171547,0.2000000000395669,1.0,evolved,0.9953933473847217
2.6038774566993927,0.3,1.0,evolved,0.9948401053442923
3.105921298352861,0.1000555330134093,1.0,evolved,0.9975555399249642
3.1219112029125604,0.1000055194676737,1.0,evolved,0.9974717150934227
2.1710992849863833,0.5000035417957871,1.0,evolved,0.9940496584307764
2.7736321815301483,0.2,1.0,evolved,0.9965972672667925
3.3219134379956277,2.5239100497972452e-06,1.0,evolved,0.9999994816630224
2.682044097498409,0.3000000316657231,1.0,evolved,0.9940597484571823
2.5322580449624637,0.3,1.0,evolved,0.9955827255266247
3.321918735035995,6.034142325089142e-06,1.0,evolved,0.9999996118793452
2.87428544214433,0.2,1.0,evolved,0.9957586502272753
2.8231199669356326,0.2000028188736649,1.0,evolved,0.996166235611719
2.908059762054486,0.2000007200058602,1.0,evolved,0.9954980684393033
2.3761740854714444,0.4000000000000013,1.0,evolved,0.9941674674255627
2.6811538595327824,0.3000006081000905,1.0,evolved,0.9940676580571676
2.652622625736067,0.3000005826829136,1.0,evolved,0.9943547584012774
2.777310164021707,0.2000041311160005,1.0,evolved,0.9965620704292087
2.575333634895178,0.3000000544677307,1.0,evolved,0.9951231340649239
3.073597333987508,0.1000066364109854,1.0,evolved,0.9977681013520948
2.5580660246902855,0.3000003298542065,1.0,evolved,0.9952947217529643
3.117785674431386,0.1000164269839589,1.0,evolved,0.9975029388905532
2.6366316068148405,0.3000010190385556,1.0,evolved,0.9945136580997097
2.6468513752675857,0.3000049575119473,1.0,evolved,0.9944106360041033
2.3832963596005525,0.4,1.0,evolved,0.9940668057168631
2.53233954426561,0.3000003455427208,1.0,evolved,0.995581703628114
2.610296139866421,0.3000000187913277,1.0,evolved,0.9947741998695309
2.9219138004762453,0.2000007227385373,1.0,evolved,0.9953933477893148
2.7995011766419204,0.2000043180921347,1.0,evolved,0.9963734751837134
2.902894909913015,0.2000005022995414,1.0,evolved,0.995542901303737
3.3219192523988315,4.4529244867260787e-07,1.0,evolved,0.9999996914330425
3.085708410215044,0.1000011260404873,1.0,evolved,0.9976864145038289
2.802293611656328,0.2000006875508814,1.0,evolved,0.9963489054010221
2.322560434926419,0.4000032494394517,1.0,evolved,0.9949260984300025
3.057539878286213,0.1000009614547315,1.0,evolved,0.9978726374122002
2.852263517477289,0.2000356750244062,1.0,evolved,0.9959292849931336
2.3475770393912123,0.4000000889272232,1.0,evolved,0.9945722592448512
3.1212621148417248,0.1000000025310523,1.0,evolved,0.997477390033598
2.4438397869985087,0.4000000075573025,1.0,evolved,0.9933343166159815
2.7787709775696636,0.2,1.0,evolved,0.9965470617003592
2.642230785047737,0.3000011386303682,1.0,evolved,0.994457338037244
2.5307932311289956,0.3000045660650844,1.0,evolved,0.9956004677333553
2.6248761418101685,0.3000124276593905,1.0,evolved,0.9946304096564784
2.899775514938401,0.2000002938985532,1.0,evolved,0.995567964563935
2.846991100090425,0.2000000000140401,1.0,evolved,0.995964934454463
2.52247384444807,0.3,1.0,evolved,0.9956966854453473
2.4174340281869138,0.4000000006031384,1.0,evolved,0.9936444214744251
2.703523618795514,0.3000015201911435,1.0,evolved,0.9938466489472209
3.3219185653170227,4.718096815708023e-07,1.0,evolved,0.9999996674707256
2.586612670618158,0.3000053335648587,1.0,evolved,0.9950100749275942
2.9215890585489745,0.200000038603722,1.0,evolved,0.9953963777646787
2.847210579509573,0.2000000000119468,1.0,evolved,0.995963662060917
2.9215693816934087,0.1999999942013522,1.0,evolved,0.9953965606269237
2.9219194481679716,0.200000434556283,1.0,evolved,0.9953933049447118
2.921918206283742,0.2000010348098327,1.0,evolved,0.9953932963337743
2.846428794051952,0.5000016460932536,1.0,evolved,0.9858388265128131
3.108380699145288,0.1000119936969973,1.0,evolved,0.9975449704950919
2.5166029331658097,0.3000009351792346,1.0,evolved,0.9957661532256616
2.6474492412387067,0.300000338723368,1.0,evolved,0.9944052972260525
2.1275617058046623,0.5000000270086095,1.0,evolved,0.9948250663304247
3.1219059508597846,0.1000215968942904,1.0,evolved,0.9974712172602855
1.8194420123053183,0.8998655798668963,2.0,evolved,0.9895335774004372
1.5709505944546698,1.3000000000000005,2.0,evolved,0.9879660712704966
1.8333703019906449,0.9000684197923826,2.0,evolved,0.9892036627968274
2.164761514771168,0.800043205696274,2.0,evolved,0.9851740888984097
1.5078578712410708,2.099999677467946,2.0,evolved,0.9788794773662736
1.1567796321023065,5.7000000022002535,2.0,evolved,0.968756674651498
1.1417375696335803,5.700000000589206,2.0,evolved,0.9692778061303048
1.4853824873750114,1.000000039561839,2.0,evolved,0.9961581860166101
1.5218747793826777,2.100015037803463,2.0,evolved,0.9784177701986329
1.976998748993323,0.5000008613197036,2.0,evolved,0.9975067180818551
2.36423730821173,0.4159261643101269,2.0,evolved,0.9938292935332095
2.227287472073127,0.400002607430654,2.0,evolved,0.9962726678063538
1.5219280948871714,1.30000000000002,2.0,evolved,0.9894547655285209
1.902358948715995,0.9000050168136711,2.0,evolved,0.9876353532268416
1.788716009327255,0.9009693226056158,2.0,evolved,0.9902310179267009
1.5207861178699833,1.2999885280119572,2.0,evolved,0.9894897486134786
2.0593726699581416,0.8000033122396126,2.0,evolved,0.9870828756792365
0.9709515238918084,3.2999988256190744,2.0,evolved,0.9865659468776667
1.7422339343742483,0.9000000000005722,2.0,evolved,0.9913924279858127
1.4854563308337374,1.800033550774194,2.0,evolved,0.9832802868670365
1.8755353581351932,0.6000000000000104,2.0,evolved,0.9964915173727965
1.7748440569813044,0.9000000863001705,2.0,evolved,0.9905903080701526
1.955736164824498,0.8037149120938891,2.0,evolved,0.9891111081658248
1.7097426304563066,0.900004899265777,2.0,evolved,0.9922202963926552
2.3319293511825525,0.4000000342123434,2.0,evolved,0.9947935024191307
2.0168462738681536,0.5000000065508349,2.0,evolved,0.9967956379205838
2.216277892131984,0.4674065836948993,2.0,evolved,0.9942832055601528
1.521929487793119,2.099985183607088,2.0,evolved,0.9784163075161724
1.877613722925984,0.9000109334877096,2.0,evolved,0.9881913936407684
2.21817332878265,0.7999687947810533,2.0,evolved,0.9842248488573787
2.3071212442537044,0.500000000002865,2.0,evolved,0.9919590977135531
1.897895706028008,0.6000000000000026,2.0,evolved,0.9960315341243149
1.4726263168665694,1.2999999999999696,2.0,evolved,0.9909576237771075
1.2954310083998617,6.000001966147298,2.0,evolved,0.9628133288980748
2.1591884061258555,0.5000003919246988,2.0,evolved,0.9942612298172879
2.0957715701646493,0.8000021916835853,2.0,evolved,0.9864042957308312
1.4324199234131307,1.80000460305722,2.0,evolved,0.9850050730150319
1.7651592834929817,0.9000000000217226,2.0,evolved,0.990826005203054
1.956614949789393,0.9000024716751895,2.0,evolved,0.9864394471814886
1.2512624242235768,3.3000000363106685,2.0,evolved,0.9769448338759015
1.8740450186915805,0.7015905258303445,2.0,evolved,0.9936646942910811
1.8002685567587604,0.6000001880346337,2.0,evolved,0.9980404405201468
1.456619226896525,2.099999999999998,2.0,evolved,0.9805664920771087
1.7202963553561883,1.2000014264237864,2.0,evolved,0.9854540303905485
1.7263724487457068,0.9000000012610498,2.0,evolved,0.9917925234457032
2.2441529926560797,0.500051566010964,2.0,evolved,0.992848757639481
1.780012794985527,0.8999966883995276,2.0,evolved,0.9904655535999722
2.321927783811696,1.500000774415691,2.0,evolved,0.9624158255479817
1.7603315209675865,0.9000000000000001,2.0,evolved,0.99094449231753
1.5344422851899764,1.000000000000032,2.0,evolved,0.9947437446759211
2.3481720173675873,0.400080882436358,2.0,evolved,0.994561301251849
1.7946311220932856,0.9000000002819303,2.0,evolved,0.990115171069659
1.9039766776249043,0.6000150069754876,2.0,evolved,0.9959059819518224
1.4842167973384992,1.0000017091098274,2.0,evolved,0.9961915193647466
1.461413049192308,9.233496039997268,2.0,evolved,0.9490879974017165
2.434757603008959,0.7000034872530093,2.0,evolved,0.9837834724186926
1.570946177439549,1.0000007600955636,2.0,evolved,0.9937100836690093
1.970952136353047,0.599996498251442,2.0,evolved,0.9946182321917855
1.9747989422240009,0.7082717134004687,2.0,evolved,0.9914033915596637
2.226686476215733,0.8051002271208701,2.0,evolved,0.9839198078853802
2.1709190928217508,0.8000018321035747,2.0,evolved,0.985065836867471
2.046337312190349,1.9000168056305775,2.0,evolved,0.9640118950481005
1.7332571984263303,0.8999999999999999,2.0,evolved,0.9916173592198352
1.8615497596163433,0.9000936783716228,2.0,evolved,0.9885548357369806
1.3673211515728894,2.1000017179080217,2.0,evolved,0.9835065903796166
1.57095636761076,1.5999794397538405,2.0,evolved,0.983494177935527
1.8609042465149352,0.9000021936700102,2.0,evolved,0.9885719531393001
1.7175117624334657,0.9,2.0,evolved,0.9920204846946366
1.7591544685473246,0.900000150806559,2.0,evolved,0.9909734444553518
1.811567346191039,0.9000000018616388,2.0,evolved,0.9897143507889273
1.8113674350069693,0.9001507789906719,2.0,evolved,0.989715124479351
1.7039683338063625,0.9000118098927803,2.0,evolved,0.9923720667416015
1.9333870884589792,0.9000005414134689,2.0,evolved,0.9869481546037409
1.3609618856611072,2.8999986331750067,2.0,evolved,0.9761102993922455
1.8463990977976228,1.200002161824146,2.0,evolved,0.981886428537876
1.8930590899833448,0.6000200666020736,2.0,evolved,0.9961298732140734
2.223248375338388,0.5000496777074892,2.0,evolved,0.9931451596446764
1.798241175591058,0.9000007671597908,2.0,evolved,0.9900293279182291
1.6835891425324032,0.9000010738583224,2.0,evolved,0.9929081654911102
1.8439176609788728,1.2000001699193137,2.0,evolved,0.9819538353053043
2.0117374195855424,0.8000649088633026,2.0,evolved,0.9880612267523441
1.4854639700064274,1.7999817588503348,2.0,evolved,0.9832807017409015
1.9708573736525188,0.6000002113130962,2.0,evolved,0.9946198595489726
1.884217942051777,0.9000037462280157,2.0,evolved,0.9880430887802015
2.2464346766307304,0.8000018114241534,2.0,evolved,0.9837207747949666
1.9805930247960049,0.800000019072018,2.0,evolved,0.9887041091241532
1.8095457766346632,0.6000001621820454,2.0,evolved,0.9978487256637113
1.271470594073114,3.2998790957602773,2.0,evolved,0.9762519523421546
1.866438454724658,0.600000008949475,2.0,evolved,0.99667753991295
1.944946676261192,0.8999996930963473,2.0,evolved,0.9866950662248923
2.1549862164457,0.5000210050835721,2.0,evolved,0.9943360032180786
1.3574119317924265,1.3000170347369366,2.0,evolved,0.9945000136336605
1.146424879819075,9.199653350447615,2.0,evolved,0.9600660107144886
1.9225379413891168,0.900005464533838,2.0,evolved,0.987187696823903
1.871727048750572,0.5999969372106897,2.0,evolved,0.996569673830172
1.7737652059407978,0.9000003429667925,2.0,evolved,0.9906164620331219
1.9709177865656895,0.9000018368187874,2.0,evolved,0.9861293403425209
1.9213325843775193,0.600000000714543,2.0,evolved,0.995548439653635
1.7574673852390088,0.9000276787331485,2.0,evolved,0.9910140995074059
2.3679872512978313,0.4000031791985949,2.0,evolved,0.9942830098194928
1.238396045698833,2.400008145293832,4.0,evolved,0.9845205075503835
1.4576789970744186,2.9000002074501023,4.0,evolved,0.9727563622543748
0.9709509924543576,6.899992233845188,4.0,evolved,0.9707672799879249
1.3433031400835471,2.9000000424477155,4.0,evolved,0.9767226142317628
1.4747412258109112,1.6000065837862667,4.0,evolved,0.9865082856880681
1.482005745311501,1.3000586450854372,4.0,evolved,0.9906706150235675
